feature,score,selected
den_determiners,0.3906575258338254,True
den_function_words,0.3773943985132142,True
den_noun_ratio,0.321349613970515,True
poslm_bo_bigram_ce_max,0.3007409910338681,True
poslm_bo_bigram_ce_mean,0.3007409910338681,True
poslm_bo_bigram_ce_median,0.3007409910338681,True
poslm_bo_bigram_ce_q1,0.3007409910338681,True
poslm_bo_bigram_ce_min,0.3007409910338681,True
poslm_bo_bigram_ce_q3,0.3007409910338681,True
poslm_bo_bigram_ce_p99,0.3007409910338681,True
poslm_bo_bigram_ce_p1,0.3007409910338681,True
den_verbs,0.29982811520627717,True
poslm_bo_bigram_ppl_mean,0.2978830135927537,True
poslm_bo_bigram_ppl_median,0.2978830135927537,True
den_prepositions,0.29743799285256944,True
den_nouns,0.28120189501493176,True
poslm_bo_trigram_ppl_mean,0.2702106547644578,True
poslm_bo_trigram_ppl_median,0.2702106547644578,True
poslm_bo_trigram_ce_median,0.2561800863992998,True
poslm_bo_trigram_ce_q3,0.2561800863992998,True
poslm_bo_trigram_ce_mean,0.2561800863992998,True
poslm_bo_trigram_ce_min,0.2561800863992998,True
poslm_bo_trigram_ce_p99,0.2561800863992998,True
poslm_bo_trigram_ce_q1,0.2561800863992998,True
poslm_bo_trigram_ce_p1,0.2561800863992998,True
poslm_bo_trigram_ce_max,0.2561800863992998,True
den_phones_utt_q3,0.2515593718225402,True
den_phones_utt_std,0.2420030670716704,True
den_words_utt_std,0.24053299512146653,True
den_pronoun_ratio,0.23742412999055196,True
lex_phones_max,0.234002433669092,True
dys_fillers_per_phone,0.22766554452617882,True
den_words_utt_q3,0.22760053265533875,True
dys_fillers_per_word,0.2265191349798661,True
dys_pauses_per_min,0.22100624855937223,True
den_words_utt_mean,0.21281539483227885,True
den_phones_utt_mean,0.2121083600589757,True
den_words_per_min,0.21035729564634886,True
den_phones_per_min,0.21025475257511417,True
dys_fillers_per_min,0.19563274426767974,True
den_words_utt_max,0.19349172886307286,False
den_phones_utt_max,0.19160327609597516,False
den_words_utt_mad,0.18761486567872154,False
dys_pause_sec_max,0.17642655501557725,False
den_light_verbs,0.17555893465645145,False
den_phones_utt_mad,0.1738178916620341,False
lex_phones_mean,0.16983567491218032,False
den_adjectives,0.16646051600326794,False
dys_long_pauses_per_min,0.16504758796162156,False
den_adverbs,0.16335940871026677,False
den_words_utt_p90,0.1631078638496133,False
den_phones_utt_iqr,0.160640730178796,False
den_phones_utt_p90,0.16063590720541665,False
lex_phones_std,0.1514635661257433,False
den_words_utt_iqr,0.14775514988509242,False
dys_short_pauses_per_min,0.14233393634196867,False
den_nouns_per_verb,0.14115682422588383,False
lex_phones_kurt,0.13949926988561012,False
den_words_utt_median,0.1375069646250333,False
den_OCW,0.13436581529429947,False
den_words_utt_q1,0.13413590272237208,False
dys_pause_sec_q3,0.12832723178477634,False
dys_pause_sec_min,0.12463076035460263,False
dys_pauses_per_word,0.1223871432266681,False
den_phones_utt_q1,0.12185787856882468,False
den_phones_utt_median,0.11603509051887517,False
den_words_utt_p10,0.11437116937247227,False
dys_pause_sec_median,0.10946850605316927,False
den_phones_utt_p10,0.10734858926998037,False
lex_phones_skew,0.1066525946872603,False
dys_pause_sec_p90,0.10389615607018854,False
dys_pause_sec_mean,0.10179360132306581,False
lex_ttr,0.10098396784366903,False
den_words_utt_skew,0.09514611090570169,False
dys_short_pauses_per_word,0.0885951192791481,False
den_phones_utt_skew,0.08051694740382898,False
lex_phones_p10,0.07878068948460148,False
dys_long_pauses_per_word,0.07047899521134093,False
dys_pause_sec_mad,0.0690889042086722,False
lex_phones_q3,0.06411142606671749,False
lex_phones_p90,0.06367435277978895,False
den_W,0.06259928718638763,False
dys_pause_sec_kurt,0.06097296814660336,False
lex_phones_iqr,0.059788975149546175,False
den_words_utt_kurt,0.054027870538978284,False
den_phones_utt_kurt,0.052934609957009826,False
dys_pause_sec_p10,0.0500225501384417,False
dys_pause_sec_skew,0.04174823576848974,False
dys_pause_sec_iqr,0.03403983362340712,False
lex_phones_q1,0.028999355847355357,False
dys_pause_sec_std,0.027136706669798727,False
poslm_bo_bigram_ce_range_p1_p99,0.01344008342726144,False
den_phones_utt_min,0.012970285129834114,False
den_words_utt_min,0.011972883959593394,False
poslm_bo_bigram_ce_skewness,0.00721681396135565,False
poslm_bo_bigram_ce_std,0.0050950829099365436,False
poslm_bo_bigram_ce_iqr,0.004960131858667727,False
poslm_bo_trigram_ce_range_p1_p99,0.004596079944001907,False
poslm_bo_trigram_ce_iqr,0.003538940170311533,False
den_demonstratives,0.0014977998775294044,False
poslm_bo_bigram_ce_kurtosis,0.0003220929096430236,False
lex_phones_min,0.0,False
lex_phones_mad,0.0,False
dys_pause_sec_q1,0.0,False
lex_phones_median,0.0,False
poslm_bo_trigram_ce_std,0.0,False
poslm_bo_trigram_ce_kurtosis,0.0,False
poslm_bo_trigram_ce_skewness,0.0,False
